artist_id,artist_location,artist_name,song_id,title,duration,year
ARTC1LV1187B9A4858,"Goldsmith's College, Lewisham, Lo",The Bonzo Dog Doo Dah Band,SOJBHYS12A6D4F5F6C,Music For Head Ballet,105,1970
ARTC1LV1187B9A4858,"Goldsmith's College, Lewisham, Lo",The Bonzo Dog Band,SOAAGXT12A8C13A94D,Beautiful Zelda (2007 Digital Remaster),145,1968
ARTC1LV1187B9A4858,"Goldsmith's College, Lewisham, Lo",The Bonzo Dog Band,SOZRTNQ12A6D4F90E7,The Strain,204,1972
ARCLYBR1187FB53913,"San Mateo, CA",Neal Schon,SOOVHYF12A8C134892,I'll Be Waiting,305,1989
ARCLYBR1187FB53913,"San Mateo, CA",Neal Schon,SOJHHAF12A6D4F48F5,My Heart Will Go On,283,2001
ARCLYBR1187FB53913,"San Mateo, CA",Neal Schon,SOUBOBW12A6D4F48F2,Why,295,2001
ARMJAGH1187FB546F3,"Memphis, TN",The Box Tops,SOCIWDW12A8C13D406,Soul Deep,148,1969
AR0MWD61187B9B2B12,Other,International Noise Conspiracy,SOHOZBI12A8C132E3C,Smash It Up,195,2000
AR0MWD61187B9B2B12,Other,The (International) Noise Conspiracy,SOCKKOT12AB017F5B1,Washington Bullets,147,2007
AR0MWD61187B9B2B12,Other,The (International) Noise Conspiracy,SOTOZXY12AB017F5A3,Child Of God,298,2008
ARSVTNL1187B992A91,"London, England",Jonathan King,SOEKAZG12AB018837E,I'll Slap Your Face (Entertainment USA Theme),130,2001
ARSVTNL1187B992A91,"London, England",Jonathan King,SOSFRKB12AB0186936,Let It All Hang Out,132,2001
AR5LMPY1187FB573FE,"Chicago, IL",Chaka Khan_ Rufus,SOABWAP12A8C13F82A,Take Time,259,1978
AR5LMPY1187FB573FE,Other,Chaka Khan_ Rufus,SOFYVYI12A8C13EBE0,Stay,344,1978
ARJNIUY12298900C91,Other,Adelitas Way,SOBLFFE12AF72AA5BA,Scream,214,2009
ARJNIUY12298900C91,Other,Adelitas Way,SOYJWKK12AB0185AE4,So What If You Go,259,2009
AR1C2IX1187B99BF74,Other,Broken Spindles,SODZYPO12A8C13A91E,Burn My Body (Album Version),178,2009
AR1C2IX1187B99BF74,Other,Broken Spindles,SOQQSEA12AB0185E3C,We All Want To Fit In,182,2009
AR1C2IX1187B99BF74,Other,Broken Spindles,SOFUYXC12A8C13AAFC,Valentine (Album Version),100,2009
ARZ5H0P1187B98A1DD,"Long Beach, CA",Snoop Dogg,SOAPERH12A58A787DC,The One And Only (Edited),230,2003
ARZ5H0P1187B98A1DD,"Long Beach, CA",Snoop Dogg Featuring Warren G_ Mauseburg And Nate Dogg,SOKEJTW12A6D4F8D66,Don't Tell (Explicit) (Feat. Warren G_ Mauseburg And Nate Dogg),287,1999
ARZ5H0P1187B98A1DD,"Long Beach, CA",Snoop Dogg,SOBKIGU12AB018B95C,Intro,14,1996
ARZ5H0P1187B98A1DD,"Long Beach, CA",Snoop Dogg,SOAJHLR12A8C13CC11,Sexual Eruption,240,2007
ARZ5H0P1187B98A1DD,"Long Beach, CA",Snoop Dogg featuring Kid Cudi,SOGCHYZ12AF72A69EC,That Tree (feat. Kid Cudi),271,2010
ARZ5H0P1187B98A1DD,"Long Beach, CA",Snoop Dogg / Stevie Wonder,SOHHBPD12A6D4F9A3E,Conversations,219,2006
ARBZIN01187FB362CC,27,Paris Hilton,SOERIDA12A6D4F8506,I Want You (Album Version),192,2006
ARBZIN01187FB362CC,27,Paris Hilton,SOYEDMV12A58A7AF6D,Do Ya Think I'm Sexy (Album Version),274,2006
AR73AIO1187B9AD57B,"San Francisco, CA",Western Addiction,SOQPWCR12A6D4FB2A3,A Poor Recipe For Civic Cohesion,118,2005
AR73AIO1187B9AD57B,"San Francisco, CA",Western Addiction,SOGSOYU12A6D4FB2FB,Animals And Children,94,2005
AR73AIO1187B9AD57B,"San Francisco, CA",Western Addiction,SODRVYY12A6D4FB2CE,It's Funny_ I Don't Feel Like A Winner,81,2005
ARCZBX11187B9AD089,Other,Suicide Commando,SOVROYO12AB0186D09,Blood In Face,287,2000
ARCZBX11187B9AD089,Other,Suicide Commando,SOXTSOI12AB018A6A7,God Is In The Rain [:wumpscut: remix],318,2010
ARCZBX11187B9AD089,Other,Suicide Commando,SOEZXSK12AB0187AE2,Plastic Christ,349,2003
ARCZBX11187B9AD089,Other,Suicide Commando,SOJJFLI12AC4688991,Deliver Us From Evil,413,2003
ARCZBX11187B9AD089,Other,Suicide Commando,SOITEKE12AC4687B0E,Cry For Mother,341,2001
ARD8E0V1187FB5C3DB,"New York, NY",Poe,SOSRVUJ12AB018731E,Walk the Walk,290,2000
ARQTC851187B9B03AF,"Rockville, MD",O.A.R.,SOAADAD12A8C13D5B0,One Shot (Album Version),264,2005
ARQTC851187B9B03AF,"Rockville, MD",O.A.R.,SOCDVFG12AC46891C0,So Moved On (Live Version),469,2005
ARQTC851187B9B03AF,"Rockville, MD",O.A.R.,SOKZGPT12AB018081C,Ran Away To The Top Of The World [Live From Las Vegas],406,2005
ARQTC851187B9B03AF,"Rockville, MD",O.A.R.,SOEHCMO12AC4689A22,That Was A Crazy Game Of Poker (Live Acoustic Version),548,2005
AR35RMH1187FB4A865,Rio de Janeiro,Eumir Deodato,SOHZIGH12A6D4F8D14,A Grande Cacada,111,2003
AR35RMH1187FB4A865,Rio de Janeiro,Eumir Deodato,SOQSETF12A6D4F8ED3,Tempinho Bom,147,2003
ARPTKAK1187FB5308A,Other,Plus One,SONAAEB12AB018A443,What Child Is This? (Album Version),309,2002
ARPTKAK1187FB5308A,Other,Plus One,SOTRIUH12AB018B91A,Run To You,200,2000
ARPTKAK1187FB5308A,Other,Plus One,SOTSQDK12AB0184D15,You (w/o Organ Version),232,2002
AR1S3NH1187B98C2BC,"Clarks Town, Jamaica",Anthony B,SONHGLD12AB0188D47,Our Father,202,1999
AR9E1QW1187B999A34,Other,Mikel Erentxun,SOSBVKG12A8C1409B8,En Que Mujer,210,2000
AR9E1QW1187B999A34,Other,Mikel Erentxun,SONMTUS12A8C13C6C1,Lagrimas De Fuego Y Ceniza,228,1992
ARZD4UW1187B9AB3D2,"NEW YORK, New York",Latin Lover,SOIAQCE12AAF3B562B,Laser Light,401,2000
ARWCIEL1187FB42EF5,B-More,Beach House,SOGMORP12A8C13EF63,Auburn and Ivory,270,2006
ARO81SS1187B996629,Other,Nando Reis,SOJREJG12AB0180438,Monóico,259,2008
ARO81SS1187B996629,Other,Nando Reis,SOIUREE12AB01846ED,Relicário,246,2008
ARV6GHH1187B9AED0D,SWEDEN,Sofia Talvik,SOBXHCE12AB018B6AC,Arms and Armour,249,2008
ARV6GHH1187B9AED0D,SWEDEN,Sofia Talvik,SOJBDSC12AB018962F,What Happened on the Bridge Today,226,2007
AR2L9A61187B9ADDBC,"Berlin, Germany",Tangerine Dream,SOKPKMV12A8C14125E,Catwalk (Black Ink Mix),492,1995
AR2L9A61187B9ADDBC,"Berlin, Germany",Tangerine Dream,SOHEFKW12A8C142707,Funky Atlanta,243,1992
ARD842G1187B997376,"Toronto, Ontario, Canada",Blue Rodeo,SOHUOAP12A8AE488E9,Floating,491,1987
ARD842G1187B997376,"Toronto, Ontario, Canada",Blue Rodeo,SOVEVEW12A8C13D5A6,Mystic River,251,2007
ARD842G1187B997376,"Toronto, Ontario, Canada",Blue Rodeo,SOCFJZY12A8151CDB5,Up On That Cloud,213,2005
ARD842G1187B997376,"Toronto, Ontario, Canada",Blue Rodeo,SONERDT12AB017EE72,Never Look Back,199,2009
ARYKCQI1187FB3B18F,Other,Tesla,SOXLBJT12A8C140925,Caught In A Dream,290,2004
ARYKCQI1187FB3B18F,Other,Tesla,SOLPHLQ12AF729EB5C,Signs,195,1990
AR1LOGZ1187B990FB4,"Boston, MA",Mike Stern,SOWBWRV12A6D4FB3D0,I Know You,307,2002
AR1LOGZ1187B990FB4,"Boston, MA",Mike Stern,SOJVFSJ12AB0186AF9,Link (LP Version),413,1999
AR1LOGZ1187B990FB4,"Boston, MA",Mike Stern,SOTALWV12A8C140917,Hope You Don't Mind,319,2009
AR1LOGZ1187B990FB4,"Boston, MA",Mike Stern,SOHKDCQ12AB0182A4B,Tipatina's (LP Version),394,1999
AR9FZZ71187FB4CE11,Other,Thomas Dutronc,SOFHCKF12A8C13C0BC,China Boy,171,2007
AR5AA4Q1187FB4CFBD,Other,Alisha's Attic,SOPOQFU12A6D4F8C5F,Sex Is On Everyone's Tongue,199,2001
AR5AA4Q1187FB4CFBD,Other,Alisha's Attic,SOVFAIZ12A6D4F6A70,Wish I Were You,230,1998
ARI9DQS1187B995625,"Chippewa Falls, WI",Judy Henske,SODVVEL12A6D4F9EA0,Good Old Wagon (LP Version),140,1964
ARE6D0Y119B8667D9F,Other,Alejandro Santiago,SOSFHAT12A58A79EB6,Siempre Ana,235,2002
ARKUI581187B9A6856,"Manchester, England",Herman's Hermits,SOMZZON12A6701D3B9,My Lady (2003 Digital Remaster),162,1997
ARDTIOA1187B99E779,"Minneapolis, MN",Cloud Cult,SOEBWSU12AB018377B,Sane As Can Be,106,2000
ARDTIOA1187B99E779,"Minneapolis, MN",Cloud Cult,SOMVQDA12A6BD55D14,The Shape of 8,90,2007
ARDTIOA1187B99E779,"Minneapolis, MN",Cloud Cult,SOERXWS12A6D4FC2F5,Living on the Outside of Your Skin,186,2005
ARFVYJI1187B9B8E13,"Seattle, WA",Pearl Jam,SOAOJYY12A58A7B2F9,Not For You,353,1994
ARFVYJI1187B9B8E13,"Seattle, WA",Pearl Jam,SOHTWLT12A8C13CFE1,Inside Job,429,2006
ARFVYJI1187B9B8E13,"Seattle, WA",Pearl Jam,SOLUDNZ12A8C133624,MFC,148,1998
ARFVYJI1187B9B8E13,"Seattle, WA",Pearl Jam,SOQJPYF12AF72AA8E2,You Are,269,2002
ARMAC4T1187FB3FA4C,"Morris Plains, NJ",The Dillinger Escape Plan,SOBBUGU12A8C13E95D,Setting Fire to Sleeping Giants,208,2004
ARMAC4T1187FB3FA4C,"Morris Plains, NJ",The Dillinger Escape Plan,SOYCOEX12AB018B5DF,Parasitic Twins,281,2010
ARZJDBC1187FB52056,"Brandon, Florida",Nasty Savage,SORUZFR12AB01866C1,Hypnotic Trance,280,1987
ARZJDBC1187FB52056,"Brandon, Florida",Nasty Savage,SOYLILV12A8C136650,XXX,327,1984
ARAJPHH1187FB5566A,"Queens, NY",The Shangri-Las,SOYTPEP12AB0180E7B,Twist and Shout,165,1964
ARNUJQM1187FB3EE72,"Bergen County, NJ",Number Twelve Looks Like You,SOBIODA12A8C13CDAD,Cradle the Crater,258,2007
ARIRBKB1187FB56CD0,Other,Saul Williams,SOMUUNK12AB0183AEE,Seaweed,219,2004
AR7WK5411A348EF5EA,PARIS - NANTES,Minitel Rose,SOTCOTZ12A8C136BCB,Elevator,248,2008
ARJP2NO1187FB3AFB9,NY - New York City,IZZ,SOEAXKZ12A81C208DA,Just A Girl,256,1999
ARDNS031187B9924F0,Georgia,Tim Wilson,SONYPOM12A8C13B2D7,I Think My Wife Is Running Around On Me (Taco Hell),186,2005
ARDNS031187B9924F0,Georgia,Tim Wilson,SOVWTMN12A6D4F8ACF,Naked Enough,165,2005
AROJWW21187FB574E6,Other,Sanne Salomonsen,SOCKYOP12A58A7C4EC,Drama,195,2003
AROJWW21187FB574E6,Other,Sanne Salomonsen,SOFYCSG12A6D4FBA5F,Kærligheden Kalder (2000 Digital Remaster),265,2003
ARL14X91187FB4CF14,Other,Anal Cunt,SOAFBKM12AB01837A7,Brain Dead,94,1995
ARL14X91187FB4CF14,Other,Anal Cunt,SOHRKGT12AB0183781,Stealing Seths Ideas The New Book By John Chang,66,1994
ARL14X91187FB4CF14,Other,Anal Cunt,SOFDRYM12AB017C0C1,Our Band Is Wicked Sick (We Have The Flu),33,1994
ARBJ3VU1187B9B472D,Other,Love Of Lesbian,SOQXJID12A8AE456CD,Domingo astronómico,265,2005
ARBJ3VU1187B9B472D,Other,Love Of Lesbian,SOCZPVM12AB0183612,Segundo asalto,216,2009
ARBJ3VU1187B9B472D,Other,Love Of Lesbian,SORLXBI12A8AE452DD,Limousinas,333,2005
ARKULHT11C8A415E71,Other,Jam Hsiao,SOYOWPX12AB018B46C,Green Door,198,2009
ARNCNV91187FB4D552,Israel,Astral Projection,SOIGIVK12AB018E9AA,Ionized,445,1996
ARNCNV91187FB4D552,Israel,Astral Projection,SOMDYZW12A582A26E3,People Can Fly,474,1996
ARNCNV91187FB4D552,Israel,Astral Projection,SORMJIJ12AB0188BD0,Power Gen,448,1994
AR7TTS41187B9B42D3,"Oxford, MS",R.L. Burnside,SOTWVQT12A58A79650,Glory Be,278,2004
AR7TTS41187B9B42D3,"Oxford, MS",R.L. Burnside,SOKLUBB12AB0182FDA,Over The Hill,257,1997
ARO7RSN1187FB5932A,Other,Crown City Rockers,SONLHOM12AB01835F8,Kiss feat. Silya,181,2009
AR1WWVL1187B9B0306,"Birmingham, England",UB40,SOZODBG12A6701C5D1,Reasons (Radio Remix),207,2006
AR1WWVL1187B9B0306,"Birmingham, England",UB40,SOJDUTZ12A6701C5CD,Plenty More,235,2005
AR1WWVL1187B9B0306,"Birmingham, England",UB40,SOPZKGR12A6D4F3F3A,Red Red Wine (Edit),179,2008
ARQAQWE1187FB49906,Other,Arrah and the Ferns,SOAHSWE12A8C1408B6,Bernadette,185,2006
AR4E4121187FB51F4E,Los Angeles,A Fine Frenzy,SOBBGQK12AB0183F1E,The Beacon,202,2009
AR4E4121187FB51F4E,Los Angeles,A Fine Frenzy,SORUAUP12A8C13B3DA,Come On_ Come Out,216,2009
ARV1JVD1187B9AD195,"Chapel Hill, NC",Loudon Wainwright III,SOINBCU12A6D4F94C0,Human Cannonball,190,1995
ARV1JVD1187B9AD195,"Chapel Hill, NC",Loudon Wainwright III,SOCDLVW12AB018371F,Rowena,152,2009
AROEL1B1187B988B90,"South Jamaica, Queens",Lost Boyz,SOFHBAR12A6701D0FE,Certain Things We Do,270,1997
AROEL1B1187B988B90,"South Jamaica, Queens",Lost Boyz,SOOTDEC12A6701D0FF,Get Your Hustle On,244,1997
AROEL1B1187B988B90,"South Jamaica, Queens",Lost Boyz,SOJMWGR12A6701D0FD,What's Wrong,250,1997
ARJHWXB1187FB42C78,Other,Jeff Foxworthy,SOVLOKH12A58A7A623,Seek And Destroy   (Album Version),241,1995
ARFCUN31187B9AD578,"London, England",The Rolling Stones,SONQBUB12A6D4F8ED0,Angie (1993 Digital Remaster),271,1967
ARFCUN31187B9AD578,"London, England",The Rolling Stones,SOGRKPG12A58A7ADF7,Around And Around,183,1964
ARFCUN31187B9AD578,"London, England",The Rolling Stones,SOJDHGS12A6310D85E,Rocks Off,272,1972
ARFCUN31187B9AD578,"London, England",The Rolling Stones,SONLOKJ12AB0187617,Think,190,1966
ARWYVP51187B98C516,"Detroit, MI",The Suicide Machines,SONYRZV12AB018AF70,Burning In The Aftermath,96,2003
ARWYVP51187B98C516,"Detroit, MI",The Suicide Machines,SOAZSIZ12AB018AF81,Your Silence,171,2003
ARNX8SX1187B99DAF1,Other,Rotten Sound,SOGYCJO12A58A79636,Trust,235,2008
ARNX8SX1187B99DAF1,Other,Rotten Sound,SONPBXV12AB018C45D,Western Cancer,82,2005
ARPQ4Z01187FB3A736,"San Antonio, TX",Butthole Surfers,SOJXVAH12A8C139700,"Barking Dogs (From ""Piouhgd"")",451,1992
ARPQ4Z01187FB3A736,"San Antonio, TX",Butthole Surfers,SOFVPZU12AF729CC83,All Day,512,1987
ARPQ4Z01187FB3A736,"San Antonio, TX",Butthole Surfers,SOMBKBP12AC468D7E2,Wichita Cathedral [live],165,1992
ARPQ4Z01187FB3A736,"San Antonio, TX",Butthole Surfers,SOAGXBV12A6D4F70BD,Ulcer Breakout,155,1996
ARPQ4Z01187FB3A736,"San Antonio, TX",Butthole Surfers,SOAPIHC12A6D4F5FD5,Tongue,127,1993
ARRJNTE1187FB44E12,Other,Casiotone For The Painfully Alone,SOTUNMH12A6D4FA3E6,Nashville Parthenon,176,2006
ARRJNTE1187FB44E12,Other,Casiotone For The Painfully Alone,SOKBTBD12A6D4FA3C6,Rice Dream Girl,108,1999
ARRJNTE1187FB44E12,Other,Casiotone For The Painfully Alone,SOKUBEF12A6D4FA3B8,Dying Batteries,51,2001
ARRJNTE1187FB44E12,Other,Casiotone For The Painfully Alone,SOMWLTZ12AB0182E86,White Jetta,197,2009
ARS1OWB1187B99EEAD,"New York, NY",The New York Dolls,SOGKIWV12A6D4F86C4,Human Being,344,1974
AR7X9TB1187FB4DAD4,North Carolina,Jim Lauderdale,SOXEEXB12A6D4F9B23,Trashcan tomcat,206,2004
AR6GME21187FB58F39,"LAKE WORTH, Florida",Antoine Clamaran,SOUXJJP12AB0181239,Get Down,442,2008
AR3UF0G119B340300E,Other,Xymox,SOKEHXN12A8C13DD34,Prophecy,231,1993
ARNV5OQ1187FB531D5,Other,Bandabardò,SOBBHII12AB0184B2C,La mauvaise réputation,139,2008
ARNV5OQ1187FB531D5,Other,Bandabardò,SONASZJ12AB0184B51,Viva la campagna,203,2008
ARNV5OQ1187FB531D5,Other,Bandabardò,SOAMSBK12AB0184B5A,La vedova Begbick,182,2008
ARAO91X1187B98CCA4,"Cleveland, Ohio",Tracy Chapman,SOJCRUY12A67ADA4C2,Fast Car (LP Version),296,1988
ARAO91X1187B98CCA4,"Cleveland, Ohio",Tracy Chapman,SOBYAKJ12AB017C6E2,Broken (LP Version),260,2002
ARAO91X1187B98CCA4,"Cleveland, Ohio",Tracy Chapman,SOSWBJQ12A58A7A3E6,Another Sun (LP Version),191,2002
ARAO91X1187B98CCA4,"Cleveland, Ohio",Tracy Chapman,SOENKON12AB0181207,Something To See (Album Version),253,2008
ARAO91X1187B98CCA4,"Cleveland, Ohio",Tracy Chapman,SOWSPYT12AAF3B44BF,Sing For You (Album Version),265,1996
ARAO91X1187B98CCA4,"Cleveland, Ohio",Tracy Chapman,SOJSYXR12AB017C2AD,At This Point In My Life (LP Version),309,1995
ARAO91X1187B98CCA4,"Cleveland, Ohio",Tracy Chapman,SONETWU12AB017C285,If These Are The Things (LP Version),283,1992
ARAO91X1187B98CCA4,"Cleveland, Ohio",Tracy Chapman,SOUNWTZ12AB01836F2,A Hundred Years (LP Version),263,1989
ARGMXQW1187FB54C34,"Sao Paulo, Brazil",Eliane Elias,SOPHYIS12AAF3B35A3,The More I See You,251,2009
ARGMXQW1187FB54C34,"Sao Paulo, Brazil",Eliane Elias,SOGSJVU12A6D4F8735,All The Things You Are,201,1995
ARGMXQW1187FB54C34,"Sao Paulo, Brazil",Eliane Elias,SOOIWMK12A6D4F6972,The Beat Of My Heart,138,2000
ARMI4NV1187B99D55D,"Philadelphia, PA",Man Man,SOFAMRP12AF72A069E,The Ballad Of Butter Beans,269,2008
ARXDGV71187B990B08,"Darling, MS",Super Chikan,SOXQUAN12A8C14237B,Big Boy Now,213,2000
ARJ7DT61187B9A2B87,Other,The Monochrome Set,SOKQWRX12A58A7DD14,The Jet Set Junta,124,1982
AR8JO2B1187B98EBB6,"New York City, NY, USA",Leftöver Crack,SORLTAN12AF72ABBFA,Life Causes Cancer,161,2007
AR8JO2B1187B98EBB6,"New York City, NY, USA",Leftover Crack,SOXUEGX12A8C13C161,Operation: M.O.V.E.,625,2004
AR8JO2B1187B98EBB6,"New York City, NY, USA",Leftöver Crack,SOXNGCA12AB01873BB,...and Out Comes The N-Bomb!,134,2007
AR8JO2B1187B98EBB6,"New York City, NY, USA",Leftover Crack,SOAYEDD12AF72A5917,The Good_ The Bad and The Leftover Crack,149,2001
AR8JO2B1187B98EBB6,"New York City, NY, USA",Leftöver Crack,SOZZAPM12AB01873DA,Supermarket Song,136,2007
AR5R1EG1187FB3E94F,"Brainerd, MN",Linda Eder,SORLOYR12AB0188AAC,On The Street Where You Live (album version),205,2003
AR5R1EG1187FB3E94F,"Brainerd, MN",Linda Eder,SORRXNW12AB01882F4,If I Should Lose My Way (Album Version),218,2002
AR5R1EG1187FB3E94F,"Brainerd, MN",Linda Eder,SOSZCWF12AB0188AB5,I'll Be Seeing You (album version),231,2003
AR5R1EG1187FB3E94F,"Brainerd, MN",Linda Eder,SOUGYWK12A8C137488,It Never Was You,276,2005
AR5R1EG1187FB3E94F,"Brainerd, MN",Linda Eder,SOKSPBK12A8C141C76,Havana (LP Version),239,1999
ARF2EHS1187B994F4E,"Nashville, Tennessee",Kings Of Leon,SOLGHDZ12AB0183B11,Wicker Chair,188,2003
ARF2EHS1187B994F4E,"Nashville, Tennessee",Kings Of Leon,SOPWKOX12A8C139D43,Genius,169,2003
ARF2EHS1187B994F4E,"Nashville, Tennessee",Kings Of Leon,SOANUME12A8C1368DF,Day Old Blues,213,2004
ARF2EHS1187B994F4E,"Nashville, Tennessee",Kings Of Leon,SOZAPQT12A8C142821,Ragoo,181,2007
AR3793X1187FB50CB3,"Middlesbrough, England",Chris Rea,SODHVES12A6701CE6B,Driving Home For Christmas,241,1986
AR3793X1187FB50CB3,"Middlesbrough, England",Chris Rea,SOMUMJA12A6701CE69,The Blue Cafe,287,1998
AR3793X1187FB50CB3,"Middlesbrough, England",Rea_ Chris,SOVOBYK12A67ADD753,E,366,1999
AR3793X1187FB50CB3,"Middlesbrough, England",Chris Rea,SOXMJOG12A6D4F9889,'Til The Morning,467,2006
AR2J2WF1187FB46271,"Egremont, Cumbria, England",Francis Dunnery,SOYQOFI12A6D4F76E1,Too Much Saturn,301,1995
AR7RUDQ1187B98C147,Other,Alabama Thunderpussy,SOBKPPQ12A58A78407,Hunting By Echo,274,2001
ARQY5EG1187FB57063,Other,Chuck Loeb,SOKKLAD12A6D4FD1C0,The Music Inside,321,1998
ARQY5EG1187FB57063,Other,Chuck Loeb,SOJUCAI12A8C135D62,New Life,325,1998
ARQY5EG1187FB57063,Other,Chuck Loeb,SOXAALK12A8C13AEC8,Geraldine,399,1998
ARLL5W71187FB37991,Other,Klovner I Kamp,SOWQZRU12AB018A72F,Vekk Meg,214,2005
ARLL5W71187FB37991,Other,Klovner I Kamp,SOENXDR12AB0181346,Rah Rah,227,2001
ARLL5W71187FB37991,Other,Klovner I Kamp,SOSODMP12AB01836AF,Fritt Vilt,289,2003
ARPL482119B340389B,Other,Tahiti Boy & The Palmtree Family,SOTMVPV12A3F1EB94D,That Song,346,2008
AR9MQ061187B9A3581,"Atlanta, GEORGIA",Crime Mob,SOGZRUN12A6D4F6D0B,Wuz Up [featuring Bohagon] (Album Version),286,2007
ARO4NIA1187B9B8289,"Santa Rosa, CA",Julie London,SOXUDST12A6D4F6903,Black Coffee (Digitally Remastered 96),185,1960
ARO4NIA1187B9B8289,"Santa Rosa, CA",Julie London,SOZZZON12A8C139ED5,Guess Who I Saw Today,188,1963
ARO4NIA1187B9B8289,"Santa Rosa, CA",Julie London,SOHRKIG12A8C1415C7,Get Set For The Blues,166,1957
ARJEOGL1187B98E9D4,"Cologne, Germany",Klee,SOUVTOG12A67ADAE5C,Ich vermiss Dich,211,2006
ARJEOGL1187B98E9D4,"Cologne, Germany",Klee,SOVZQMT12A67ADC841,Standard Kompakt,222,2003
AR1ILHX1187FB53892,Other,Magtens Korridorer,SOUADMQ12AB017D009,Lørdag Formiddag,220,2005
AR1ILHX1187FB53892,Other,Magtens Korridorer,SOUPGMR12AB01820DD,Døden Nær,267,2005
ARIQ98H1187B98DFBC,"Huntington Beach, CA",Matt Costa,SOJYPBE12A58A7A994,Astair,179,2003
ARIQ98H1187B98DFBC,"Huntington Beach, CA",Matt Costa,SOSZLSB12AB01844AD,All I Want For Christmas,120,2008
ARIQ98H1187B98DFBC,"Huntington Beach, CA",Matt Costa,SOIPGMQ12A6D4F8A10,I Tried,164,2005
AR9SWNW1187FB5934B,Other,Imperanon,SOMJOMF12A6701DDCA,Sold,222,2004
ARNIFX51187FB418EA,Other,Xcultures,SOHMMMC12AB0181C42,Sudanese Dance,274,2000
ARNIFX51187FB418EA,Other,Xcultures,SOJRCDU12AB0189D27,Smile,38,2000
AR5WU281187FB49C5F,Jamaica,Johnny Clarke,SOCQVUK12A8C1441B8,Enter Into His Gates With Praise,170,1975
ARKUAXS11F4C841DEB,Washington DC,Jazz Addixx,SOLJVMI12AB018ABF0,Say Jazzy,267,2007
AR2WOOQ1187B98E303,Edinburgh,Idlewild,SOSZRTU12AF72A2916,There's Glory In Your Story,117,2000
AR2WOOQ1187B98E303,Edinburgh,Idlewild,SOHSDPX12A6310EA71,Quiet Crown,201,2000
AR2WOOQ1187B98E303,Edinburgh,Idlewild,SOSZTYS12A8C1396F9,I Found That Essence Rare,183,2002
AR2WOOQ1187B98E303,Edinburgh,Idlewild,SOQHJPM12A8C13203E,Love Steals Us From Loneliness,193,2005
AR2WOOQ1187B98E303,Edinburgh,Idlewild,SOTTQIH12A6D4F9736,You Held The World In Your Arms,204,2002
AR6QV1M1187FB3AB2F,England,Gene,SONSIYV12A6701C9BB,Mayday,205,1999
